425.901761302	592.3675241555	21.8808001646
425.898161302	593.0921241555	21.8807630289
426.601361302	593.0949241555	21.879226379
527.594461302	593.6784241555	21.8059047097
528.298061302	593.6822241555	21.8072970312
528.300861302	592.9595241555	21.8072081352
528.834461302	500.5251241555	21.9065522204
528.837661302	499.7998241555	21.9078031802
528.133861302	499.7958241555	21.9065100928
427.140861302	499.2125241555	21.8689445124
426.436561302	499.2075241555	21.8701773556
426.432861302	499.9335241555	21.8685809556

